gambar,kota,lokasi,nama_wisata,deskripsi,rating,ulasan,harga_asli,harga_diskon,cluster,label
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/5587256526966/Tegenungan-Waterfall-bad1fff5-2832-4958-8375-a2cbb485908e.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Kemenuh, Gianyar",Tegenungan Waterfall,"Jelajahi keajaiban alam Bali dengan paket eksklusif kami yang menggabungkan keindahan Air Terjun Tegenungan dengan pengalaman kuliner istimewa! Paket ini dirancang untuk Anda yang ingin menikmati momen relaksasi, keindahan alam, dan cita rasa autentik Bali dalam satu perjalanan.",0.0,0 reviews,130000,110500,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/8707976830399/New-Furama-Bumbu-Bali-Cafe-Jimbaran-287579bf-a51b-4854-94fa-c1b386d5bd0c.png?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Jimbaran, Badung Regency",New Furama Bumbu Bali Cafe Jimbaran,"Nikmati pengalaman makan malam yang tak terlupakan dengan BBQ seafood di New Furama Bumbu Bali Cafe di Jimbaran. Dengan suasana pantai yang menakjubkan, aroma seafood segar yang dipanggang di atas bara api, dan pelayanan yang ramah, pengalaman ini benar-benar memanjakan lidah dan jiwa. Dari ikan segar hingga udang dan kerang, cita rasa otentik Bali terasa di setiap gigitan. Suasana terbuka dengan cahaya berkilau dan ombak yang menghempas di pantai menciptakan pengalaman makan malam yang romantis dan berkesan.",0.0,0 reviews,300000,276000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/5841714129362/Boat-Transfer-from-Canggu-to-Uluwatu-by-GoBoat.id-d970d756-cd0d-435a-9efa-cdc69a3d4a3c.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Pecatu, Badung Regency",Boat Transfer from Canggu to Uluwatu by GoBoat.id,"Nikmati perjalanan perahu yang indah di sepanjang garis pantai Bali yang memukau saat Anda berlayar dari Canggu ke Uluwatu. Hindari kemacetan dan perjalanan panjang dengan memilih pengalaman santai di atas air. Perahu-perahu yang digunakan dilengkapi dengan fitur keselamatan dan fasilitas yang diperlukan untuk memastikan perjalanan Anda nyaman. Saksikan pemandangan menakjubkan tebing curam, pantai tersembunyi, dan air yang jernih. Pengalaman unik ini memberikan perspektif baru tentang pantai Bali, menambah sentuhan petualangan pada liburan Anda di Bali.",0.0,0 reviews,293250,255000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/4350681117294/Tur---GWK-Pantai-Melasti-Nyang-Nyang-Uluwatu-dan-Tari-Kecak-3dfa9458-3f95-458c-9611-3925d56fd2ee.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Ungasan, Badung Regency","Tur - GWK, Pantai Melasti, Nyang Nyang, Uluwatu dan Tari Kecak","Nikmati pengalaman unik yang menggabungkan alam, budaya, dan tradisi Bali dalam perjalanan sehari yang mengesankan ke Bali Selatan. Kunjungi destinasi ikonik seperti Garuda Wisnu Kencana (GWK), di mana Anda dapat menjelajahi taman budaya megah dan menikmati panorama Bali dari ketinggian. Rasakan keindahan Pantai Melasti dengan pasir putih dan tebing kapur yang menakjubkan, sempurna untuk berenang dan berfoto. Lanjutkan ke Pantai Nyang Nyang, pantai tersembunyi yang menawarkan suasana tenang dan pemandangan spektakuler.",0.0,0 reviews,650000,552500,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/9382958220195/Desa-Coklat-Bali-d082aff8-eb18-4f83-9bfb-6d7e1490b497.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Marga, Tabanan",Desa Coklat Bali,"Kunjungi Bali Chocolate Village, destinasi wisata edukasi yang menggabungkan cokelat dan keindahan alam Bali. Nikmati pengalaman di kebun kakao bersertifikat organik yang dikelilingi oleh sawah. Saksikan proses pembuatan cokelat di pabrik pengolahan kakao dan nikmati berbagai hidangan di restorannya. Terdapat juga area bermain anak dan toko cokelat untuk memanjakan diri Anda. Jika Anda bingung mencari tempat menarik di Bali, kunjungi Bali Chocolate Village dan ikuti promosi agrowisata kami! Rasakan sensasi melihat langsung proses pembuatan cokelat dari pohon hingga menjadi cokelat yang lezat.",9.0,2 reviews,166500,145000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/8126453379276/Bali-Mystic-Dome-Show-cbaf984a-45a8-4a08-bf5f-feafc031e8ce.png?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Tanah Lot, Tabanan",Bali Mystic Dome Show,"Buka pengalaman budaya yang unik di Bali Mystic Dome Show! Selami pertunjukan dome 360° yang menggabungkan tradisi Bali, seni digital, dan cerita spiritual yang mendalam. Rasakan jiwa Bali melalui gamelan langsung, koreografi ritual, dan proyeksi bertema kosmik yang imersif. Saksikan transformasi alam semesta dari kekacauan menjadi harmoni melalui tarian, musik, dan efek visual yang menakjubkan.",0.0,0 reviews,240000,216000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7049140167265/Eating-Seafood-and-Watching-the-Sunset-on-the-White-Sands-of-Jimbaran-Jimbaran-971604f5-6f4b-4898-879e-feaafa8af624.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Jimbaran, Badung Regency",Eating Seafood and Watching the Sunset on the White Sands of Jimbaran Jimbaran,"Nikmati makan malam di pantai sambil menyaksikan matahari terbenam, sempurna untuk pasangan romantis dan keluarga. Rasakan berbagai hidangan seafood segar saat matahari terbenam di cakrawala. Aktivitas ini sangat cocok bagi pasangan yang ingin mencari tempat makan yang romantis.",0.0,0 reviews,175000,109750,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/6229057335216/TOUR-HELICOPTER-%2528-4-ORANG-%2529-38c7e2f0-a5fc-49b3-b1c1-78f91f8bb420.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"West Denpasar, Denpasar",TOUR HELICOPTER ( 4 ORANG ),"Rasakan pengalaman terbang dan menyaksikan pemandangan indah di tepi pulau Bali, menikmati keindahan pulau dari udara dan mendapatkan sensasi yang berbeda. Sewa helikopter untuk melihat pemandangan dari ketinggian bersama keluarga dan orang-orang terkasih, menciptakan liburan yang unik dan kenangan seumur hidup. Jangan lewatkan kesempatan untuk merasakan keajaiban Bali dari perspektif yang baru!",0.0,0 reviews,18500000,16680000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7157116835693/Horse-Riding-Experience-in-Bali-aebde226-8500-44e2-8801-fd74ae10f8f2.png?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Tanah Lot, Tabanan",Horse Riding Experience in Bali,"Ikuti tur berkuda di Bali bersama Kuda P Stables untuk melihat Bali yang sesungguhnya. Tur berkuda yang santai ini cocok untuk hampir semua orang, memastikan setiap peserta menikmati petualangan yang tak terlupakan. Para penjaga berpengalaman akan membawa Anda melewati sawah hijau subur di Langudu, di mana metode pertanian telah bertahan selama berabad-abad. Setelah meninggalkan sawah, Anda dapat kembali melalui Pantai Pig Stone yang indah dan tak terganggu, memberikan pandangan unik tentang kehidupan desa. Bagi yang lebih petualang, kami melanjutkan perjalanan ke pantai selancar Pig Stone, merasakan kesatuan dengan kuda saat melintasi sungai kecil dengan angin di rambut dan aroma laut di wajah. Kami juga menawarkan perjalanan setengah jam untuk anak-anak di area sawah dan desa. Rides kami cocok untuk semua orang; baik pemula maupun pengendara berpengalaman, waktu Anda di Kuda P Stables akan melengkapi liburan Bali Anda.",10.0,1 review,345000,300000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7119602554897/Legian-Pool-Day-Pass-at-ibis-Styles-Bali-Legian-fd2ac712-8b8d-4740-b209-bfab164ebfc3.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Legian, Kuta",Legian Pool Day Pass at ibis Styles Bali Legian,"Dapatkan tiket masuk harian ke kolam renang ibis Styles Bali Legian, yang terletak di area Legian, Bali. Nikmati keseruan berenang di kolam renang besar untuk dewasa dan kolam anak-anak. Anda juga bisa menikmati berbagai pilihan makanan dan minuman, seperti nasi bowl atau pizza. Untuk penyimpanan barang, dikenakan biaya tambahan (Rp. 50K per tas).",8.7,3 reviews,148000,125000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/9016147155674/Banana-Boat-Ride-by-Bali-Best-Adventure-c0bc99a6-6678-4e3d-916b-778de133ae67.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Tanjung Benoa, Badung Regency",Banana Boat Ride by Bali Best Adventure,"Nikmati keseruan bersama teman, keluarga, atau pasangan dengan menaiki Banana Boat. Permainan ini menyenangkan, menarik, dan menantang, sangat cocok untuk para petualang dan keluarga. Saat berlibur di Bali, jangan hanya menikmati keindahan pantai; coba salah satu olahraga air yang memacu adrenalin, yaitu permainan Banana Boat yang menggunakan perahu karet mirip donat.",8.8,6 reviews,250000,62500,5,Wahana Bermain Keluarga
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/6821678847046/Vw-Safari-Bali-Tour-2901751f-f2ea-45e7-9126-f81daa21f573.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Penebel, Tabanan",Vw Safari Bali Tour,"Nikmati pengalaman unik berkeliling Bali dengan mobil VW Safari dalam tur penuh hari yang menawarkan pemandangan luar biasa indah. Paket tur ini mencakup tiket masuk dan makan siang, sehingga Anda tidak perlu khawatir tentang biaya tambahan; cukup duduk santai di kursi mobil klasik convertible dan nikmati pemandangan sambil merasakan angin menyentuh rambut Anda. Sopir tur profesional kami akan memandu Anda mengunjungi panorama indah dan destinasi wisata lainnya, memastikan kenyamanan dan kesenangan selama perjalanan. Bergabunglah dengan kami untuk menjelajahi keindahan tersembunyi dan pemandangan menakjubkan di Bali!",0.0,0 reviews,1000000,900000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/8200618145996/BALI-DAY-TRIP-KARANGASEM---ALVA-TRAVELINDO-2ecf667b-3629-436c-b374-a102de74b459.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"West Denpasar, Denpasar",BALI DAY TRIP KARANGASEM - ALVA TRAVELINDO,"Kunjungi taman dengan arsitektur yang indah, perpaduan antara gaya Eropa dan Bali, yaitu Taman Ujung Bali. Jelajahi Pura Penataran Agung Lempuyang yang terletak di lereng Gunung Lempuyang di Karangasem, dan nikmati keindahan Tirta Gangga, bekas istana kerajaan di bagian timur pulau Bali, di mana Anda juga bisa memberi makan ikan koi di kolam. Temukan keindahan Virgin Beach yang terletak di timur pulau Bali. Bergabunglah dengan tur kami yang dipandu oleh pemandu berpengalaman, yang akan membawa Anda ke tempat-tempat wisata paling populer di Bali. Cari pengalaman terbaik bersama kami di ALVA TRAVELINDO, yang selalu memberikan kenangan terbaik selama liburan Anda. Tidak perlu ragu lagi, pesan segera dan pilih kami sebagai mitra perjalanan liburan Anda! Kami menyediakan mobil yang dijamin nyaman dan aman, memastikan liburan Anda selalu aman dan lancar",0.0,0 reviews,300000,255000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/6498999469851/2-Days-1-Night-Free-Charter-in-Bali-762bd78f-e0fd-4f33-914a-fc034c3c4cda.png?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Pasar Seni Tanah Lot, Badung Regency",2 Days 1 Night Free Charter in Bali,"Jelajahi Bali dengan menyewa mobil pribadi yang nyaman bersama sopir ramah, di mana Anda dapat menentukan sendiri rencana perjalanan dan mengunjungi tempat yang Anda inginkan. Nikmati keindahan alam, budaya, dan sejarah Bali sesuai pilihan Anda, serta rencanakan itinerary untuk sehari penuh dan kunjungi destinasi terbaik. Dengan layanan sewa mobil selama 2 hari 1 malam, perjalanan Anda akan nyaman dan tanpa repot, ditambah sopir yang fasih berbahasa untuk komunikasi yang lancar dan perlindungan asuransi untuk ketenangan pikiran. Kami menjamin penjemputan di hotel pada waktu yang disepakati dan pengantaran kembali setelah perjalanan. Pilihlah untuk bepergian bersama kami untuk pengalaman tak tertandingi, tim profesional, itinerary yang disesuaikan, kendaraan nyaman, harga kompetitif, dan dedikasi pada kepuasan pelanggan. Pesan sekarang untuk informasi lebih lanjut dan mulailah perjalanan tak terlupakan di Bali, di mana Anda bisa mengatur itinerary sendiri dan mengeksplorasi pulau ini dengan tur pribadi selama 10 jam per hari.",0.0,0 reviews,269608,229170,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/4284080695895/By-By-Typical-Balinese-Pure-Milk-Pie-20347e39-9800-4096-ae67-eeaffe24a472.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"East Denpasar, Denpasar","Typical Balinese Souvenirs ""Pure"" Milk Pie","Saat berlibur di Bali, nikmati buah-buahan yang sangat populer dan cicipi Pie Susu Bali yang kelezatannya tiada tanding. Dapatkan Pure Milk Pie dengan harga terjangkau namun berkualitas tinggi. Lengkapi liburan Anda dengan membawa pulang oleh-oleh yang juga sangat populer, yakni Pie Susu ""Purni"", camilan khas Bali yang terbuat dari bahan berkualitas tinggi, sehingga memiliki umur simpan yang lama dan cocok untuk perjalanan jauh. Nikmati waktu berbelanja Anda dengan praktis tanpa repot, karena kami menyediakan layanan pengantaran ke hotel tempat Anda menginap, semuanya dengan harga yang sangat terjangkau. Rasakan cita rasa yang luar biasa tanpa menguras kantong! Pesan sekarang!",9.9,14 reviews,26000,24100,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7368245040325/TOYOTA-AGYA-TOYOTA-AYLA-CAR-RENTAL-%2528MATIC-ONLY%2529-d51a364b-6545-4e14-ba35-f7af4e87fe83.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"West Denpasar, Denpasar",TOYOTA AGYA/TOYOTA AYLA CAR RENTAL (MATIC ONLY),Lio Bali Tour menyediakan rental mobil lepas kunci dengan unit yang terawat dan prima. Dimana kami sangat mementingan kebersihan unit kami serta mesin yang prima dan terawat. ,0.0,0 reviews,450000,400000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/3892017119748/Mahottama-Wellness-Retreat-eca0a452-f9a3-4e99-b8ff-4d27746b3c51.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Tegallalang, Gianyar",Mahottama Wellness & Retreat,"Dapatkan pengalaman baru dengan perawatan Ayurveda lengkap dengan konsultasi dari dokter Ayurveda kami di lokasi yang tenang dan nyaman, dikelilingi oleh sawah dan hutan, ideal untuk relaksasi. Setiap perawatan menggunakan teknik Ayurveda unik yang hanya ada di Mahottama, cocok bagi Anda yang memiliki keluhan tubuh. Semua bahan yang digunakan terbuat dari herbal yang mudah ditemukan di sekitar kita, bermanfaat untuk kesehatan tubuh. Nikmati perawatan oleh terapis berpengalaman dengan layanan ramah dan tulus. Mahottama Wellness & Retreat menawarkan pengalaman baru dalam perawatan Ayurveda, jauh dari kebisingan, dengan desain rutinitas harian yang mencakup perawatan Ayurveda, yoga, meditasi, kelas memasak, dan banyak lagi. Perawatan Ayurveda ini akan membantu menyeimbangkan dosha, sehingga di akhir perawatan Anda akan merasa lebih ringan, segar, dan relaks.",0.0,0 reviews,150000,140000,3,Spa dan Perawatan
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7223781729643/Lembongan-Island-Beach-Club-Cruise-Indonesia-5fc8393f-807f-44d0-8b43-6d64fbec810c.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Nusa Lembongan, Klungkung",Lembongan Island Beach Club Cruise | Indonesia,"Berlayar dengan catamaran Bali Hai II yang mewah dan nikmati hari penuh petualangan! Cobalah berbagai aktivitas seperti banana boat, snorkeling, kayaking, dan diving, atau jadilah aquanaut. Nikmati pesta BBQ yang lezat dan minuman tanpa batas!",0.0,0 reviews,1655572,1439628,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/4139979722691/Kunyit-Restaurant-at-The-Anvaya-Beach-Resort-Bali-Indonesia-9af0a0ae-a1e0-4558-840a-066887d3c48a.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Kuta, Kuta",Kunyit Restaurant at The Anvaya Beach Resort Bali | Indonesia,"Mulailah perjalanan kuliner yang mendalam ke dalam cita rasa otentik Bali dan Indonesia di Kunyit Restaurant. Nikmati suasana kuliner lokal yang kaya dan menghadirkan pengalaman bersantap yang penuh sensasi. Kunjungi Kunyit Restaurant untuk merasakan pengalaman bersantap yang otentik, kaya budaya, dan beragam di Bali.",10.0,1 review,350180,304504,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/2000853683293/Visesa-Spa-665ccb7e-7a35-4b45-ad5d-b4c4ea0586fb.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Ubud, Gianyar",Visesa Spa,"Manjakan diri Anda setelah seharian menjelajahi Bali di Visesa Spa Ubud. Nikmati pijat Balinese tradisional yang akan menyembuhkan pikiran, tubuh, dan jiwa Anda, meninggalkan Anda merasa segar kembali. Rasakan manfaat dari tanaman dan herbal Ayurveda tradisional yang sangat baik untuk kesehatan tubuh. Dengan interior spa yang nyaman dan dikelilingi oleh alam serta hijaunya pepohonan, Anda akan merasa lebih rileks dan betah.",9.3,12 reviews,350000,240970,3,Spa dan Perawatan
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/5683296773272/Nusa-Penida-Snorkeling-by-Bali-RSV-64412087-7a86-4833-bac8-ba0ef65587b6.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Nusa Penida, Klungkung","Nusa Penida ""Snorkeling"" by Bali RSV","Bergabunglah dengan perjalanan snorkeling kami yang menyenangkan! Kami menyediakan panduan snorkeling, dokumentasi bawah air gratis, asuransi snorkeling, serta peralatan lengkap termasuk mulut baru, masker snorkel, snorkel, dan fin. Anda juga akan mendapatkan handuk untuk mengeringkan diri setelah bersenang-senang di bawah air. Jadwal keberangkatan snorkeling tersedia di pagi hari antara pukul 08:00 hingga 10:30 WITA dan sore hari pukul 13:30 dan 14:00 WITA. Lokasi snorkeling yang normal adalah Manta Bay, Crystal Bay, Gamat Bay, dan Wall atau GT, tetapi jika cuaca buruk, kami akan berpindah ke Wall Point, GT Points, Cape Point, atau SD Points. Pastikan untuk memilih jadwal snorkeling setidaknya dua jam setelah jam keberangkatan fast boat Anda ke Nusa Penida. Kami menyediakan semua perlengkapan yang diperlukan, termasuk kapal kecil untuk menuju spot snorkeling, bukan fast boat dari Sanur. Untuk informasi lebih lanjut, silakan hubungi kami antara pukul 09:00-22:00 untuk konsultasi gratis. Jangan lupa untuk menjaga kesehatan dengan menerapkan protokol kesehatan. Kami melayani dengan hati dan cinta!",10.0,3 reviews,300000,250000,2,Wisata Pantai
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/3351975688178/Omakase-at-The-Tempayan-Restaurant-by-Tanah-Gajah-Ubud-Bali-f1e4296b-21d1-4034-adf0-e6aec14983c6.png?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Ubud, Gianyar",Omakase at The Tempayan Restaurant by Tanah Gajah Ubud Bali,"Selami seni masakan Jepang dengan pengalaman Omakase di The Tempayan Restaurant. Biarkan koki kami yang terampil membawa Anda dalam petualangan kuliner dengan pilihan hidangan spesial mereka. Rasakan esensi masakan Jepang melalui hidangan yang disiapkan dengan bahan-bahan musiman dan lokal terbaik. Nikmati keindahan presentasi setiap hidangan, yang disusun dengan teliti untuk memanjakan mata dan lidah.",0.0,0 reviews,417450,363000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/8425062001407/Resort-Luxury-Salon---Women-Only-e5db643d-5c61-4538-ac1a-736de9079477.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"North Denpasar, Denpasar",Resort Luxury Salon - Women Only,"Resort Luxury Salon merupakan salah satu destinasi terbaik perawatan tubuh khusus wanita di tengah pusat kota Denpasar. Dengan lokasi yang strategis, aman dan parkir yang leluasa kami menawarkan sensasi perawatan standar resort, sangat cocok untuk menghilangkan kepenatan di tengah hiruk pikuk kota Denpasar. Kami juga menyediakan ruangan perawatan private yang terpisah antar customer, sterilisasi rutin ruangan/peralatan salon, serta tenaga terapis yang sudah berpengalaman di bidangnya. Manjakan diri anda, mulai dari rambut, wajah, tubuh dan kaki dengan berkunjung ke Resort Luxury Salon, Gatot Subroto, Denpasar.",9.0,2 reviews,103500,90000,0,Klinik Kecantikan
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/8040239157288/Bali-ATV-Ride-by-Bali-Best-Adventure-d7678035-1159-42ce-8570-42fc2f87c60b.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Sukawati, Gianyar",Bali ATV Ride by Bali Best Adventure,"Nikmati petualangan ATV di Desa Singapadu, menjelajahi sawah, sungai, gua, dan air terjun. Dapatkan adrenalin Anda terpacu dengan menaklukkan jalur selama 1,5 jam. Dilengkapi dengan pemandu profesional dan perlengkapan keselamatan, Anda akan merasa nyaman selama perjalanan ini.",9.0,5 reviews,750000,410000,4,Layanan Wisata
